0,1,2
A0422001003,"Ambulance (als or bls) oxygen and oxygen supplies, life sustaining situation",Ambulance 02 life sustaining0
A0424001003,"Extra ambulance attendant, ground (als or bls) or air (fixed or rotary winged);",Extra ambulance attendant   0
A0425001003,"Ground mileage, per statute mile",Ground mileage              5
A0426001003,"Ambulance service, advanced life support, non-emergency transport, level 1 (als",Als 1                       5
A0427001003,"Ambulance service, advanced life support, emergency transport, level 1 (als 1 -",Als1-emergency              5
A0428001003,"Ambulance service, basic life support, non-emergency transport, (bls)",Bls                         5
A0429001003,"Ambulance service, basic life support, emergency transport (bls-emergency)",Bls-emergency               5
A0430001003,"Ambulance service, conventional air services, transport, one way (fixed wing)",Fixed wing air transport    5
A0431001003,"Ambulance service, conventional air services, transport, one way (rotary wing)",Rotary wing air transport   5
A0432001003,"Paramedic intercept (pi), rural area, transport furnished by a volunteer",Pi volunteer ambulance co   5
A0433001003,"Advanced life support, level 2 (als 2)",Als 2                       5
A0434001003,Specialty care transport (sct),Specialty care transport    5
A0435001003,"Fixed wing air mileage, per statute mile",Fixed wing air mileage      5
A0436001003,"Rotary wing air mileage, per statute mile",Rotary wing air mileage     5
A0888001003,"Noncovered ambulance mileage, per mile (e.g., for miles traveled beyond closest",Noncovered ambulance mileage0
A0998001003,"Ambulance response and treatment, no transport",Ambulance response/treatment0
A0999001003,Unlisted ambulance service,Unlisted ambulance service  5
A2001001003,"Innovamatrix ac, per square centimeter","Innovamatrix ac, per sq cm  1"
A2002001003,"Mirragen advanced wound matrix, per square centimeter",Mirragen adv wnd mat per sq 1
A2004001003,"Xcellistem, 1 mg","Xcellistem, 1 mg            1"
A2005001003,"Microlyte matrix, per square centimeter","Microlyte matrix, per sq cm 1"
A2006001003,"Novosorb synpath dermal matrix, per square centimeter",Novosorb synpath per sq cm  1
A2007001003,"Restrata, per square centimeter","Restrata, per sq cm         1"
A2008001003,"Theragenesis, per square centimeter","Theragenesis, per sq cm     1"
A2009001003,"Symphony, per square centimeter","Symphony, per sq cm         1"
A2010001003,"Apis, per square centimeter","Apis, per square centimeter 1"
A2011001003,"Supra sdrm, per square centimeter","Supra sdrm, per sq cm       1"
A2012001003,"Suprathel, per square centimeter","Suprathel, per sq cm        1"
A2013001003,"Innovamatrix fs, per square centimeter","Innovamatrix fs, per sq cm  1"
A2014001003,"Omeza collagen matrix, per 100 mg",Omeza collag per 100 mg     1
A2015001003,"Phoenix wound matrix, per square centimeter","Phoenix wnd mtrx, per sq cm 1"
A2016001003,"Permeaderm b, per square centimeter","Permeaderm b, per sq cm     1"
A2017001003,"Permeaderm glove, each","Permeaderm glove, each      1"
A2018001003,"Permeaderm c, per square centimeter","Permeaderm c, per sq cm     1"
A2019001003,"Kerecis omega3 marigen shield, per square centimeter",Kerecis marigen shld sq cm  1
A2020001003,Ac5 advanced wound system (ac5),Ac5 wound system            1
A2021001003,"Neomatrix, per square centimeter",Neomatrix per sq cm         1
A2022001003,"Innovaburn or innovamatrix xl, per square centimeter",Innovabrn/innovamatx xl sqcm1
A2023001003,"Innovamatrix pd, 1 mg","Innovamatrix pd, 1 mg       1"
A2024001003,"Resolve matrix or xenopatch, per square centimeter",Resolve or xenopatch sq cm  1
A2025001003,"Miro3d, per cubic centimeter",Miro3d per cubic cm         1
A2026001003,"Restrata minimatrix, 5 mg","Restrata minimatrix, 5 mg   1"
A2027001003,"Matriderm, per square centimeter",Matriderm per sq cm         1
A2028001003,"Micromatrix flex, per mg",Micromatrix flex per mg     1
A2029001003,"Mirotract wound matrix sheet, per cubic centimeter",Mirotract matrix sheet      1
A2030001003,"Miro3d fibers, per milligram","Miro3d fibers, per mg       1"
A2031001003,"Mirodry wound matrix, per square centimeter","Mirodry, per sq cm          1"
A2032001003,"Myriad matrix, per square centimeter","Myriad matrix, per sq cm    1"
A2033001003,"Myriad morcells, 4 milligrams","Myriad morcells, 4 mg       1"
A2034001003,"Foundation drs solo, per square centimeter","Found drs solo, per sq cm   1"
A2035001003,"Corplex p or theracor p or allacor p, per milligram",Corpl p therac p allac p mg 1
A2036001003,"Cohealyx collagen dermal matrix, per square centimeter",Cohealyx col dml mx pr sq cm1
A2037001003,"G4derm plus, per milliliter","G4derm plus, per ml         1"
A2038001003,"Marigen pacto, per square centimeter","Marigen pacto, per sq cm    1"
A2039001003,"Innovamatrix fd, per square centimeter","Innovamatrix fd, per sq cm  1"
A4100001003,"Skin substitute, fda cleared as a device, not otherwise specified",Skin sub fda clrd as dev nos1
A4206001003,"Syringe with needle, sterile, 1 cc or less, each",1 cc sterile syringe&needle 0
A4207001003,"Syringe with needle, sterile 2 cc, each",2 cc sterile syringe&needle 0
A4208001003,"Syringe with needle, sterile 3 cc, each",3 cc sterile syringe&needle 0
A4209001003,"Syringe with needle, sterile 5 cc or greater, each",5+ cc sterile syringe&needle0
A4210001003,"Needle-free injection device, each",Nonneedle injection device  0
A4211001003,Supplies for self-administered injections,Supp for self-adm injections0
A4212001003,Non-coring needle or stylet with or without catheter,Non coring needle or stylet 5
A4213001003,"Syringe, sterile, 20 cc or greater, each",20+ cc syringe only         0
A4215001003,"Needle, sterile, any size, each",Sterile needle              0
A4216001003,"Sterile water, saline and/or dextrose, diluent/flush, 10 ml","Sterile water/saline, 10 ml 3"
A4217001003,"Sterile water/saline, 500 ml","Sterile water/saline, 500 ml3"
A4218001003,"Sterile saline or water, metered dose dispenser, 10 ml",Sterile saline or water     5
A4220001003,Refill kit for implantable infusion pump,Infusion pump refill kit    5
A4221001003,"Supplies for maintenance of non-insulin drug infusion catheter, per week (list",Supp non-insulin inf cath/wk3
A4222001003,"Infusion supplies for external drug infusion pump, per cassette or bag (list",Infusion supplies with pump 3
A4223001003,"Infusion supplies not used with external infusion pump, per cassette or bag",Infusion supplies w/o pump  0
A4224001003,"Supplies for maintenance of insulin infusion catheter, per week",Supply insulin inf cath/wk  3
A4225001003,"Supplies for external insulin infusion pump, syringe type cartridge, sterile,",Sup/ext insulin inf pump syr3
A4226001003,Supplies for maintenance of insulin infusion pump with dosage rate adjustment,Weekly supply maint cgs pump0
A4230001003,"Infusion set for external insulin pump, non needle cannula type",Infus insulin pump non needl3
A4231001003,"Infusion set for external insulin pump, needle type",Infusion insulin pump needle3
A4232001003,"Syringe with needle for external insulin pump, sterile, 3 cc",Syringe w/needle insulin 3cc0
A4233001003,"Replacement battery, alkaline (other than j cell), for use with medically",Alkalin batt for glucose mon3
A4234001003,"Replacement battery, alkaline, j cell, for use with medically necessary home",J-cell batt for glucose mon 3
A4235001003,"Replacement battery, lithium, for use with medically necessary home blood",Lithium batt for glucose mon3
A4236001003,"Replacement battery, silver oxide, for use with medically necessary home blood",Silvr oxide batt glucose mon3
A4238001003,"Supply allowance for adjunctive, non-implanted continuous glucose monitor",Adju cgm supply allowance   3
A4238002004,"(cgm), includes all supplies and accessories, 1 month supply = 1 unit of servic",e
A4239001003,"Supply allowance for non-adjunctive, non-implanted continuous glucose monitor",Non-adju cgm supply allow   3
A4239002004,"(cgm), includes all supplies and accessories, 1 month supply = 1 unit of servic",e
A4244001003,"Alcohol or peroxide, per pint",Alcohol or peroxide per pint0
A4245001003,"Alcohol wipes, per box",Alcohol wipes per box       0
A4246001003,"Betadine or phisohex solution, per pint",Betadine/phisohex solution  0
A4247001003,"Betadine or iodine swabs/wipes, per box",Betadine/iodine swabs/wipes 0
A4248001003,"Chlorhexidine containing antiseptic, 1 ml",Chlorhexidine antisept      0
A4250001003,Urine test or reagent strips or tablets (100 tablets or strips),Urine reagent strips/tablets0
A4252001003,"Blood ketone test or reagent strip, each",Blood ketone test or strip  0
A4253001003,"Blood glucose test or reagent strips for home blood glucose monitor, per 50",Blood glucose/reagent strips3
A4255001003,"Platforms for home blood glucose monitor, 50 per box",Glucose monitor platforms   3
A4256001003,"Normal, low and high calibrator solution / chips",Calibrator solution/chips   3
A4257001003,"Replacement lens shield cartridge for use with laser skin piercing device, each",Replace lensshield cartridge3
A4258001003,"Spring-powered device for lancet, each",Lancet device each          3
A4259001003,"Lancets, per box of 100",Lancets per box             3
