icd10_code,parent_title,definition
B813,"Other intestinal helminthiases, not elsewhere classified",
B814,"Other intestinal helminthiases, not elsewhere classified",
B818,"Other intestinal helminthiases, not elsewhere classified",
B82,Unspecified intestinal parasitism,
B820,Unspecified intestinal parasitism,
B829,Unspecified intestinal parasitism,
B83,Other helminthiases,
B830,Other helminthiases,
B831,Other helminthiases,
B832,Other helminthiases,
B833,Other helminthiases,
B834,Other helminthiases,
B838,Other helminthiases,
B839,Other helminthiases,
B85,Pediculosis and phthiriasis,
B850,Pediculosis and phthiriasis,
B851,Pediculosis and phthiriasis,
B852,Pediculosis and phthiriasis,
B853,Pediculosis and phthiriasis,
B854,Pediculosis and phthiriasis,
B86,Scabies,
B87,Myiasis,
B870,Myiasis,
B871,Myiasis,
B872,Myiasis,
B873,Myiasis,
B874,Myiasis,
B878,Myiasis,
B879,Myiasis,
B88,Other infestations,
B880,Other infestations,
B881,Other infestations,
B882,Other infestations,
B883,Other infestations,
B888,Other infestations,
B889,Other infestations,
B89,Unspecified parasitic disease,
B90,Sequelae of tuberculosis,
B900,Sequelae of tuberculosis,
B901,Sequelae of tuberculosis,
B902,Sequelae of tuberculosis,
B908,Sequelae of tuberculosis,
B909,Sequelae of tuberculosis,
B91,Sequelae of poliomyelitis,
B92,Sequelae of leprosy,
B94,Sequelae of other and unspecified infectious and parasitic diseases,
B940,Sequelae of other and unspecified infectious and parasitic diseases,
B941,Sequelae of other and unspecified infectious and parasitic diseases,
B942,Sequelae of other and unspecified infectious and parasitic diseases,
B948,Sequelae of other and unspecified infectious and parasitic diseases,
B949,Sequelae of other and unspecified infectious and parasitic diseases,
B95,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,
B950,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,
B951,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,
B952,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,
B953,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,
B954,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,
B955,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,
B956,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,
B957,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,
B958,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,
B96,Other specified bacterial agents as the cause of diseases classified to other chapters,
B960,Other specified bacterial agents as the cause of diseases classified to other chapters,
B961,Other specified bacterial agents as the cause of diseases classified to other chapters,
B962,Other specified bacterial agents as the cause of diseases classified to other chapters,
B963,Other specified bacterial agents as the cause of diseases classified to other chapters,
B964,Other specified bacterial agents as the cause of diseases classified to other chapters,
B965,Other specified bacterial agents as the cause of diseases classified to other chapters,
B966,Other specified bacterial agents as the cause of diseases classified to other chapters,
B967,Other specified bacterial agents as the cause of diseases classified to other chapters,
B968,Other specified bacterial agents as the cause of diseases classified to other chapters,
B97,Viral agents as the cause of diseases classified to other chapters,
B970,Viral agents as the cause of diseases classified to other chapters,
B971,Viral agents as the cause of diseases classified to other chapters,
B972,Viral agents as the cause of diseases classified to other chapters,
B973,Viral agents as the cause of diseases classified to other chapters,
B974,Viral agents as the cause of diseases classified to other chapters,
B975,Viral agents as the cause of diseases classified to other chapters,
B976,Viral agents as the cause of diseases classified to other chapters,
B977,Viral agents as the cause of diseases classified to other chapters,
B978,Viral agents as the cause of diseases classified to other chapters,
B98,Other specified infectious agents as the cause of diseases classified to other chapters,
B980,Other specified infectious agents as the cause of diseases classified to other chapters,
B981,Other specified infectious agents as the cause of diseases classified to other chapters,
B99,Other and unspecified infectious diseases,
C00,Malignant neoplasm of lip,
C000,Malignant neoplasm of lip,
C001,Malignant neoplasm of lip,
C002,Malignant neoplasm of lip,
C003,Malignant neoplasm of lip,
C004,Malignant neoplasm of lip,
C005,Malignant neoplasm of lip,
C006,Malignant neoplasm of lip,
C008,Malignant neoplasm of lip,
C009,Malignant neoplasm of lip,
C01,Malignant neoplasm of base of tongue,
C02,Malignant neoplasm of other and unspecified parts of tongue,
C020,Malignant neoplasm of other and unspecified parts of tongue,
C021,Malignant neoplasm of other and unspecified parts of tongue,
C022,Malignant neoplasm of other and unspecified parts of tongue,
C023,Malignant neoplasm of other and unspecified parts of tongue,
C024,Malignant neoplasm of other and unspecified parts of tongue,
C028,Malignant neoplasm of other and unspecified parts of tongue,
C029,Malignant neoplasm of other and unspecified parts of tongue,
C03,Malignant neoplasm of gum,
C030,Malignant neoplasm of gum,
C031,Malignant neoplasm of gum,
C039,Malignant neoplasm of gum,
C04,Malignant neoplasm of floor of mouth,
C040,Malignant neoplasm of floor of mouth,
C041,Malignant neoplasm of floor of mouth,
C048,Malignant neoplasm of floor of mouth,
C049,Malignant neoplasm of floor of mouth,
C05,Malignant neoplasm of palate,
C050,Malignant neoplasm of palate,
C051,Malignant neoplasm of palate,
C052,Malignant neoplasm of palate,
C058,Malignant neoplasm of palate,
C059,Malignant neoplasm of palate,
C06,Malignant neoplasm of other and unspecified parts of mouth,
C060,Malignant neoplasm of other and unspecified parts of mouth,
C061,Malignant neoplasm of other and unspecified parts of mouth,
C062,Malignant neoplasm of other and unspecified parts of mouth,
C068,Malignant neoplasm of other and unspecified parts of mouth,
C069,Malignant neoplasm of other and unspecified parts of mouth,
C07,Malignant neoplasm of parotid gland,
C08,Malignant neoplasm of other and unspecified major salivary glands,
C080,Malignant neoplasm of other and unspecified major salivary glands,
C081,Malignant neoplasm of other and unspecified major salivary glands,
C088,Malignant neoplasm of other and unspecified major salivary glands,
C089,Malignant neoplasm of other and unspecified major salivary glands,
C09,Malignant neoplasm of tonsil,
C090,Malignant neoplasm of tonsil,
C091,Malignant neoplasm of tonsil,
C098,Malignant neoplasm of tonsil,
C099,Malignant neoplasm of tonsil,
C10,Malignant neoplasm of oropharynx,
C100,Malignant neoplasm of oropharynx,
C101,Malignant neoplasm of oropharynx,
C102,Malignant neoplasm of oropharynx,
C103,Malignant neoplasm of oropharynx,
C104,Malignant neoplasm of oropharynx,
C108,Malignant neoplasm of oropharynx,
C109,Malignant neoplasm of oropharynx,
C11,Malignant neoplasm of nasopharynx,
C110,Malignant neoplasm of nasopharynx,
C111,Malignant neoplasm of nasopharynx,
C112,Malignant neoplasm of nasopharynx,
C113,Malignant neoplasm of nasopharynx,
C118,Malignant neoplasm of nasopharynx,
C119,Malignant neoplasm of nasopharynx,
C12,Malignant neoplasm of piriform sinus,
C13,Malignant neoplasm of hypopharynx,
C130,Malignant neoplasm of hypopharynx,
C131,Malignant neoplasm of hypopharynx,
C132,Malignant neoplasm of hypopharynx,
C138,Malignant neoplasm of hypopharynx,
C139,Malignant neoplasm of hypopharynx,
C14,"Malignant neoplasm of other and ill-defined sites in the lip, oral cavity and pharynx",
C140,"Malignant neoplasm of other and ill-defined sites in the lip, oral cavity and pharynx",
C142,"Malignant neoplasm of other and ill-defined sites in the lip, oral cavity and pharynx",
C148,"Malignant neoplasm of other and ill-defined sites in the lip, oral cavity and pharynx",
C15,Malignant neoplasm of oesophagus,
C150,Malignant neoplasm of oesophagus,
C151,Malignant neoplasm of oesophagus,
C152,Malignant neoplasm of oesophagus,
C153,Malignant neoplasm of oesophagus,
C154,Malignant neoplasm of oesophagus,
C155,Malignant neoplasm of oesophagus,
C158,Malignant neoplasm of oesophagus,
C159,Malignant neoplasm of oesophagus,
C16,Malignant neoplasm of stomach,
C160,Malignant neoplasm of stomach,
C161,Malignant neoplasm of stomach,
C162,Malignant neoplasm of stomach,
C163,Malignant neoplasm of stomach,
C164,Malignant neoplasm of stomach,
C165,Malignant neoplasm of stomach,
C166,Malignant neoplasm of stomach,
C168,Malignant neoplasm of stomach,
C169,Malignant neoplasm of stomach,
C17,Malignant neoplasm of small intestine,
C170,Malignant neoplasm of small intestine,
C171,Malignant neoplasm of small intestine,
C172,Malignant neoplasm of small intestine,
C173,Malignant neoplasm of small intestine,
C178,Malignant neoplasm of small intestine,
C179,Malignant neoplasm of small intestine,
C18,Malignant neoplasm of colon,
C180,Malignant neoplasm of colon,
C181,Malignant neoplasm of colon,
C182,Malignant neoplasm of colon,
C183,Malignant neoplasm of colon,
C184,Malignant neoplasm of colon,
C185,Malignant neoplasm of colon,
C186,Malignant neoplasm of colon,
C187,Malignant neoplasm of colon,
C188,Malignant neoplasm of colon,
C189,Malignant neoplasm of colon,
C19,Malignant neoplasm of rectosigmoid junction,
C20,Malignant neoplasm of rectum,
C21,Malignant neoplasm of anus and anal canal,
C210,Malignant neoplasm of anus and anal canal,
C211,Malignant neoplasm of anus and anal canal,
C212,Malignant neoplasm of anus and anal canal,
C218,Malignant neoplasm of anus and anal canal,
C22,Malignant neoplasm of liver and intrahepatic bile ducts,
C220,Malignant neoplasm of liver and intrahepatic bile ducts,
C221,Malignant neoplasm of liver and intrahepatic bile ducts,
C222,Malignant neoplasm of liver and intrahepatic bile ducts,
C223,Malignant neoplasm of liver and intrahepatic bile ducts,
C224,Malignant neoplasm of liver and intrahepatic bile ducts,
C227,Malignant neoplasm of liver and intrahepatic bile ducts,
C229,Malignant neoplasm of liver and intrahepatic bile ducts,
C23,Malignant neoplasm of gallbladder,
C24,Malignant neoplasm of other and unspecified parts of biliary tract,
C240,Malignant neoplasm of other and unspecified parts of biliary tract,
C241,Malignant neoplasm of other and unspecified parts of biliary tract,
C248,Malignant neoplasm of other and unspecified parts of biliary tract,
C249,Malignant neoplasm of other and unspecified parts of biliary tract,
C25,Malignant neoplasm of pancreas,
C250,Malignant neoplasm of pancreas,
C251,Malignant neoplasm of pancreas,
C252,Malignant neoplasm of pancreas,
C253,Malignant neoplasm of pancreas,
C254,Malignant neoplasm of pancreas,
C257,Malignant neoplasm of pancreas,
C258,Malignant neoplasm of pancreas,
C259,Malignant neoplasm of pancreas,
C26,Malignant neoplasm of other and ill-defined digestive organs,
C260,Malignant neoplasm of other and ill-defined digestive organs,
C261,Malignant neoplasm of other and ill-defined digestive organs,
C268,Malignant neoplasm of other and ill-defined digestive organs,
C269,Malignant neoplasm of other and ill-defined digestive organs,
C30,Malignant neoplasm of nasal cavity and middle ear,
C300,Malignant neoplasm of nasal cavity and middle ear,
C301,Malignant neoplasm of nasal cavity and middle ear,
C31,Malignant neoplasm of accessory sinuses,
C310,Malignant neoplasm of accessory sinuses,
C311,Malignant neoplasm of accessory sinuses,
C312,Malignant neoplasm of accessory sinuses,
C313,Malignant neoplasm of accessory sinuses,
C318,Malignant neoplasm of accessory sinuses,
C319,Malignant neoplasm of accessory sinuses,
C32,Malignant neoplasm of larynx,
C320,Malignant neoplasm of larynx,
C321,Malignant neoplasm of larynx,
C322,Malignant neoplasm of larynx,
C323,Malignant neoplasm of larynx,
C328,Malignant neoplasm of larynx,
C329,Malignant neoplasm of larynx,
C33,Malignant neoplasm of trachea,
C34,Malignant neoplasm of bronchus and lung,
C340,Malignant neoplasm of bronchus and lung,
C341,Malignant neoplasm of bronchus and lung,
C342,Malignant neoplasm of bronchus and lung,
C343,Malignant neoplasm of bronchus and lung,
C348,Malignant neoplasm of bronchus and lung,
C349,Malignant neoplasm of bronchus and lung,
C37,Malignant neoplasm of thymus,
C38,"Malignant neoplasm of heart, mediastinum and pleura",
C380,"Malignant neoplasm of heart, mediastinum and pleura",
C381,"Malignant neoplasm of heart, mediastinum and pleura",
C382,"Malignant neoplasm of heart, mediastinum and pleura",
C383,"Malignant neoplasm of heart, mediastinum and pleura",
C384,"Malignant neoplasm of heart, mediastinum and pleura",
C388,"Malignant neoplasm of heart, mediastinum and pleura",
C39,Malignant neoplasm of other and ill-defined sites in the respiratory system and intrathoracic organs,
C390,Malignant neoplasm of other and ill-defined sites in the respiratory system and intrathoracic organs,
C398,Malignant neoplasm of other and ill-defined sites in the respiratory system and intrathoracic organs,
C399,Malignant neoplasm of other and ill-defined sites in the respiratory system and intrathoracic organs,
C40,Malignant neoplasm of bone and articular cartilage of limbs,
C400,Malignant neoplasm of bone and articular cartilage of limbs,
C401,Malignant neoplasm of bone and articular cartilage of limbs,
C402,Malignant neoplasm of bone and articular cartilage of limbs,
C403,Malignant neoplasm of bone and articular cartilage of limbs,
C408,Malignant neoplasm of bone and articular cartilage of limbs,
C409,Malignant neoplasm of bone and articular cartilage of limbs,
C41,Malignant neoplasm of bone and articular cartilage of other and unspecified sites,
C410,Malignant neoplasm of bone and articular cartilage of other and unspecified sites,
C411,Malignant neoplasm of bone and articular cartilage of other and unspecified sites,
C412,Malignant neoplasm of bone and articular cartilage of other and unspecified sites,
C413,Malignant neoplasm of bone and articular cartilage of other and unspecified sites,
C414,Malignant neoplasm of bone and articular cartilage of other and unspecified sites,
C418,Malignant neoplasm of bone and articular cartilage of other and unspecified sites,
C419,Malignant neoplasm of bone and articular cartilage of other and unspecified sites,
C43,Malignant melanoma of skin,
C430,Malignant melanoma of skin,
C431,Malignant melanoma of skin,
C432,Malignant melanoma of skin,
C433,Malignant melanoma of skin,
C434,Malignant melanoma of skin,
C435,Malignant melanoma of skin,
C436,Malignant melanoma of skin,
C437,Malignant melanoma of skin,
C438,Malignant melanoma of skin,
C439,Malignant melanoma of skin,
C44,Other malignant neoplasms of skin,
C440,Other malignant neoplasms of skin,
C441,Other malignant neoplasms of skin,
C442,Other malignant neoplasms of skin,
C443,Other malignant neoplasms of skin,
C444,Other malignant neoplasms of skin,
C445,Other malignant neoplasms of skin,
C446,Other malignant neoplasms of skin,
C447,Other malignant neoplasms of skin,
C448,Other malignant neoplasms of skin,
C449,Other malignant neoplasms of skin,
C45,Mesothelioma,
C450,Mesothelioma,
C451,Mesothelioma,
C452,Mesothelioma,
C457,Mesothelioma,
C459,Mesothelioma,
C46,Kaposi sarcoma,
C460,Kaposi sarcoma,
C461,Kaposi sarcoma,
C462,Kaposi sarcoma,
C463,Kaposi sarcoma,
